player1;player2;winner;league;date;status;round;Formato_esp;replay;Tier;N_Torneo;Formato;Ligas_categoria;Fase_completo;pokemons Sob;pokemon vencidos;Walkover;Match_replays;Generaciones;aka_mundial;Aka_evento
Fur4nko;Angello77;Fur4nko;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;5;5;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
Fur4nko;Okari958;Fur4nko;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;6;1;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
Fur4nko;SasoriVzla7;Fur4nko;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;3;3;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
Angello77;Okari958;Angello77;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;5;4;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
Angello77;SasoriVzla7;Angello77;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;6;1;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
Okari958;SasoriVzla7;Okari958;TORNEO;2025-04-01;Completed;Final;Free For all Randoms;Replay;Free For all Randoms;40;SINGLES;No Posee Liga;Final;6;2;0;https://replay.pokemonshowdown.com/gen9freeforallrandombattle-2345970004-vt8bu6y3rvn1h30dt6bbgo6g3l3bx0opw;9;Generaciones;Reto Free For all
ShinkaHMA;Akaru;ShinkaHMA;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2354405178-yayhyjqa45ncf1s73k7mfge167x3n8mpw;9;Generaciones;Absolut OU
Hydreigon_chelas;Bamdara;Hydreigon_chelas;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2350855337;9;Generaciones;Absolut OU
SasoriVzla7;CaradeCoso;SasoriVzla7;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2355785783-n26ri666khku5txa0yksckjjb9odcbkpw;9;Generaciones;Absolut OU
Okari958;Pawerrr;Okari958;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2355665353;9;Generaciones;Absolut OU
Moirix;lorddrakon;Moirix;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2354309039-eys8vpmmino8ei4gc7t0kjcgyqhksaopw;9;Generaciones;Absolut OU
Fur4nko;Saga;Fur4nko;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2356466878-ba3jy3117ydc6hptwb92pnr407wn2ctpw;9;Generaciones;Absolut OU
Arnau;Elin beacil;Arnau;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2356903391-g5cxqhli6amnc9ip45xmyv9uiyxc0hfpw;9;Generaciones;Absolut OU
D'AllFather;masafesio;D'AllFather;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2354110909;9;Generaciones;Absolut OU
Fabricio19jr;Jeremith047;Fabricio19jr;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2357025527;9;Generaciones;Absolut OU
Edenking;JaLax;Edenking;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2356660914;9;Generaciones;Absolut OU
The.Ultracheese;skll02;The.Ultracheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2352140125-2db7busgwocy6y006rcsslg9lws7xwgpw;9;Generaciones;Absolut OU
Porygon Z;Ricomam;Porygon Z;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2350191289-d2cdyngu8c0dfyg52fkiidm3yv3sa16pw;9;Generaciones;Absolut OU
Bloody Cheese;GatitaGolosa123;Bloody Cheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2356964931-ejqnvehdpitnegfaxiouhd5av4lcnckpw;9;Generaciones;Absolut OU
Draco axel;Roy Kasoy;Draco axel;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2356821689;9;Generaciones;Absolut OU
Mr.Shadowdusk;Adpg;Mr.Shadowdusk;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2351508989-bkfc19otpm4mipy07kj1xt84vo6g3bapw;9;Generaciones;Absolut OU
Dino agente;Angelowos;Dino agente;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;6;6;1;-;9;Generaciones;Absolut OU
PlasticBoy;MafiaPolar6242;PlasticBoy;TORNEO;2025-05-01;Completed;RONDA SUIZA 1;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 1;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2355031099;9;Generaciones;Absolut OU
Yabadaba;Blazcoh;Yabadaba;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2357059599-s76rlykculae7ot1ns0tctatmi0ra6mpw;9;Generaciones;Absolut OU
SasoriVzla7;Okari958;SasoriVzla7;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;6;6;1;-;9;Generaciones;Absolut OU
Yabadaba;Moirix;Yabadaba;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2366305758-wxxn4kc9vg5x8v6eg71g48biweo4lchpw;9;Generaciones;Absolut OU
Fur4nko;ShinkaHMA;Fur4nko;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2360091885-owvum6v5ky3qou51iebal410kk3nlnqpw;9;Generaciones;Absolut OU
Arnau;D'AllFather;Arnau;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2362808530;9;Generaciones;Absolut OU
Hydreigon_chelas;Fabricio19jr;Hydreigon_chelas;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2366905610;9;Generaciones;Absolut OU
Draco axel;Edenking;Draco axel;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2361403153;9;Generaciones;Absolut OU
Porygon Z;Mr.Shadowdusk;Porygon Z;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2358406730-smldbmxayel63yn5kn2dbn8yommf1l0pw;9;Generaciones;Absolut OU
Bloody Cheese;MafiaPolar6242;Bloody Cheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2362005599-wmix7lgeqyts602ak0wklhjdpi83j5rpw;9;Generaciones;Absolut OU
The.Ultracheese;Angelowos;The.Ultracheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;6;6;1;-;9;Generaciones;Absolut OU
Saga;Dino agente;Saga;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2361380566;9;Generaciones;Absolut OU
Akaru;masafesio;Akaru;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2362662020-jr14ugdgkn9c458ksa4grshijys0qmmpw;9;Generaciones;Absolut OU
Elin beacil;Jeremith047;Elin beacil;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2361283610-bwrpoqyiuifbusapfbqfwtqefp66t8apw;9;Generaciones;Absolut OU
Roy Kasoy;Bamdara;Roy Kasoy;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;6;6;1;-;9;Generaciones;Absolut OU
Adpg;JaLax;Adpg;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2361379561-bt7rqdxygvtbd716x0fc71c60nu0jkcpw;9;Generaciones;Absolut OU
PlasticBoy;Ricomam;PlasticBoy;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2358576580;9;Generaciones;Absolut OU
CaradeCoso;GatitaGolosa123;CaradeCoso;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2361999612-sus73bwhw2ptr84tiih1vgfbu4tritlpw;9;Generaciones;Absolut OU
skll02;Blazcoh;skll02;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2362023085-1optgcuu2dp5lk74d323t6wuc4w6unspw;9;Generaciones;Absolut OU
Pawerrr;lorddrakon;Pawerrr;TORNEO;2025-05-01;Completed;RONDA SUIZA 2;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 2;6;6;1;-;9;Generaciones;Absolut OU
Fur4nko;Porygon Z;Fur4nko;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2363516125-k3m5nfexheog3ittlc02krtdfi69jgfpw;9;Generaciones;Absolut OU
Draco axel;Bloody Cheese;Draco axel;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2362662829-nu1r6b6t7n4340990o0i2f1qoj6c2fipw;9;Generaciones;Absolut OU
The.Ultracheese;SasoriVzla7;The.Ultracheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2366127704-0t1fbj8drnnp2ptlhgooohre4teytgtpw;9;Generaciones;Absolut OU
Bamdara;Blazcoh;Bamdara;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2366186820-swuyuqr04ts8vxiwwq8pm3yqfy3wjc3pw;9;Generaciones;Absolut OU
Jeremith047;masafesio;Jeremith047;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2364969384;9;Generaciones;Absolut OU
GatitaGolosa123;lorddrakon;GatitaGolosa123;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;6;6;1;-;9;Generaciones;Absolut OU
Ricomam;Pawerrr;Ricomam;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;6;6;1;-;9;Generaciones;Absolut OU
Akaru;JaLax;Akaru;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2366869968;9;Generaciones;Absolut OU
Arnau;skll02;Arnau;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2374135497;9;Generaciones;Absolut OU
ShinkaHMA;Mr.Shadowdusk;ShinkaHMA;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2369931874;9;Generaciones;Absolut OU
MafiaPolar6242;Edenking;MafiaPolar6242;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2365639726;9;Generaciones;Absolut OU
Saga;Roy Kasoy;Saga;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2366948252;9;Generaciones;Absolut OU
Moirix;Adpg;Moirix;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2366301142-g0o9nc1d4g0dl8y8v9cwvtefgx7qbc2pw;9;Generaciones;Absolut OU
D'AllFather;PlasticBoy;D'AllFather;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2362412270;9;Generaciones;Absolut OU
Dino agente;Fabricio19jr;Dino agente;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2366897254;9;Generaciones;Absolut OU
Yabadaba;CaradeCoso;Yabadaba;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2366350060-p6i5ivq99owgkb9cqujuj8jl6fuarmipw;9;Generaciones;Absolut OU
Elin beacil;Hydreigon_chelas;Elin beacil;TORNEO;2025-05-01;Completed;RONDA SUIZA 3;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 3;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2366860342-r6wji0boq27j0hm0tpfpg1l9oujtdbtpw;9;Generaciones;Absolut OU
SasoriVzla7;Fur4nko;SasoriVzla7;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2369951695-spr7ica39vunefhdc5am60vnqcq260ipw;9;Generaciones;Absolut OU
Draco axel;Yabadaba;Draco axel;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2369799410;9;Generaciones;Absolut OU
Arnau;Porygon Z;Arnau;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2369672164-tbdkb59bc0m39lhloq3nf8i7vwr9yfipw;9;Generaciones;Absolut OU
Elin beacil;Bloody Cheese;Elin beacil;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2371881565-0e4lgfp6k9yhe3ci07tw4ufudt0pecbpw;9;Generaciones;Absolut OU
D'AllFather;The.Ultracheese;D'AllFather;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2369167360-1gcnxw4rv2lcj0o5mjowpplf9kn3ri5pw;9;Generaciones;Absolut OU
PlasticBoy;Saga;PlasticBoy;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2367026876;9;Generaciones;Absolut OU
Moirix;Dino agente;Moirix;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2371298749-0y1d4t72hlnr10qukp1u2gveo1cctwqpw;9;Generaciones;Absolut OU
Hydreigon_chelas;Akaru;Hydreigon_chelas;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2371284782-uun69mvht08cxu3e0lrht9kjv3o70ywpw;9;Generaciones;Absolut OU
Blazcoh;JaLax;Blazcoh;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2370555474-ammp57jm845aetvny8bd6lv22sro463pw;9;Generaciones;Absolut OU
Adpg;masafesio;Adpg;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2371865736-0k3hapik3qbtaeu4pjdm8j4uhcm33bopw;9;Generaciones;Absolut OU
Mr.Shadowdusk;CaradeCoso;Mr.Shadowdusk;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2371293047-vuihib6b763tthxt3kg6a53505f4jqapw;9;Generaciones;Absolut OU
Fabricio19jr;Bamdara;Fabricio19jr;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2371930091;9;Generaciones;Absolut OU
Ricomam;GatitaGolosa123;Ricomam;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2371093771;9;Generaciones;Absolut OU
MafiaPolar6242;Jeremith047;MafiaPolar6242;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2371294310;9;Generaciones;Absolut OU
ShinkaHMA;Roy Kasoy;ShinkaHMA;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2371246633;9;Generaciones;Absolut OU
skll02;Edenking;skll02;TORNEO;2025-05-01;Completed;RONDA SUIZA 4;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 4;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2375468829;9;Generaciones;Absolut OU
Draco axel;Arnau;Draco axel;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;6;6;0;https://replay.pokemonshowdown.com/gen9ou-2374704970;9;Generaciones;Absolut OU
SasoriVzla7;Elin beacil;SasoriVzla7;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2376094329-3kh5hmt10quvro1xd0ueaqei3bsixwppw;9;Generaciones;Absolut OU
Fur4nko;Moirix;Fur4nko;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2376060942-s5hkx58nhq2l4rrfoc4ws4hfvywnbn4pw;9;Generaciones;Absolut OU
Hydreigon_chelas;D'AllFather;Hydreigon_chelas;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2373307364;9;Generaciones;Absolut OU
Yabadaba;ShinkaHMA;Yabadaba;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2374661414;9;Generaciones;Absolut OU
JaLax;masafesio;JaLax;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2375212962;9;Generaciones;Absolut OU
Jeremith047;Blazcoh;Jeremith047;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2372590816-01ptak3u8xrgq1hghsy5yclt76bflu0pw;9;Generaciones;Absolut OU
skll02;GatitaGolosa123;skll02;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2374730640-67k54g25idv6kav8q1rjmbnveq44q6wpw;9;Generaciones;Absolut OU
Bamdara;CaradeCoso;Bamdara;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;2;6;0;https://replay.pokemonshowdown.com/gen9ou-2376543352-ary1kr3l6bmshoset3jxegwl1m5umvppw;9;Generaciones;Absolut OU
PlasticBoy;Porygon Z;PlasticBoy;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;1;6;0;https://replay.pokemonshowdown.com/gen9ou-2376012997-jhi7ygx59f8g4csb7m7h5m965ily3iypw;9;Generaciones;Absolut OU
Adpg;Roy Kasoy;Adpg;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2376650087-ovg04ud6r81gaublkda04ig8ssn4f84pw;9;Generaciones;Absolut OU
Akaru;Saga;Akaru;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2374690365-bop42hoc2xutnbnqihf0yjedaxffp6npw;9;Generaciones;Absolut OU
Ricomam;Bloody Cheese;Ricomam;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;4;6;0;https://replay.pokemonshowdown.com/gen9ou-2376694700-73nl7vlrv5r9uwlm1beq0yl13y59a9gpw;9;Generaciones;Absolut OU
Mr.Shadowdusk;Edenking;Mr.Shadowdusk;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;5;6;0;https://replay.pokemonshowdown.com/gen9ou-2375472933;9;Generaciones;Absolut OU
MafiaPolar6242;Fabricio19jr;MafiaPolar6242;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;6;6;0;https://replay.pokemonshowdown.com/gen9ou-2375533116;9;Generaciones;Absolut OU
The.Ultracheese;Dino agente;The.Ultracheese;TORNEO;2025-05-01;Completed;RONDA SUIZA 5;OU;Replay;OU;41;SINGLES;No Posee Liga;RONDA SUIZA 5;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2374031650-86ss1dsd8qpcx7g5r0orn6d2m48ieulpw;9;Generaciones;Absolut OU
D'AllFather;Draco axel;D'AllFather;TORNEO;2025-05-01;Completed;Octavos de Final;OU;Replay;OU;41;SINGLES;No Posee Liga;Octavos de Final;3;6;0;https://replay.pokemonshowdown.com/gen9ou-2380179966;9;Generaciones;Absolut OU
