player1;player2;winner;league;date;status;round;Formato_esp;replay;Tier;N_Torneo;Formato;Ligas_categoria;Fase_completo;pokemons Sob;pokemon vencidos;Walkover;Match_replays;Generaciones;aka_mundial;Aka_evento
Haseo;Angello77;Haseo;TORNEO;2023-12-01;Completed;GANADORES RONDA 1;DOU;Replay;DOU;24;DOBLES;No Posee Liga;GANADORES RONDA 1;4;6;0;-;9;Origenes;Desafio iron bundle
Aikauwu;Haseo;Aikauwu;TORNEO;2023-12-01;Completed;GANADORES RONDA 2;DOU;Replay;DOU;24;DOBLES;No Posee Liga;GANADORES RONDA 2;5;6;0;-;9;Origenes;Desafio iron bundle
Elin beacil;GatitaGolosa123;Elin beacil;TORNEO;2023-12-01;Completed;GANADORES RONDA 2;DOU;Replay;DOU;24;DOBLES;No Posee Liga;GANADORES RONDA 2;5;6;0;-;9;Origenes;Desafio iron bundle
Angello77;Ricomam;Angello77;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 1;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 1;2;6;0;-;9;Origenes;Desafio iron bundle
Lautaro;Darmanethan;Lautaro;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 1;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 1;6;6;0;-;9;Origenes;Desafio iron bundle
Angello77;GatitaGolosa123;Angello77;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 2;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 2;3;6;0;-;9;Origenes;Desafio iron bundle
Lautaro;Haseo;Lautaro;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 2;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 2;1;6;0;-;9;Origenes;Desafio iron bundle
Angello77;Lautaro;Angello77;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 3;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 3;5;6;0;-;9;Origenes;Desafio iron bundle
Angello77;Aikauwu;Angello77;TORNEO;2023-12-01;Completed;PERDEDORES RONDA 4;DOU;Replay;DOU;24;DOBLES;No Posee Liga;PERDEDORES RONDA 4;6;6;0;-;9;Origenes;Desafio iron bundle
Elin beacil;Aikauwu;Elin beacil;TORNEO;2023-12-01;Completed;Semifinal;DOU;Replay;DOU;24;DOBLES;No Posee Liga;Semifinal;6;6;0;-;9;Origenes;Desafio iron bundle
Elin beacil;Angello77;Elin beacil;TORNEO;2023-12-01;Completed;Final;DOU;Replay;DOU;24;DOBLES;No Posee Liga;Final;4;6;0;-;9;Origenes;Desafio iron bundle
Elin beacil;Angello77;Elin beacil;TORNEO;2023-12-01;Completed;Final;DOU;Replay;DOU;24;DOBLES;No Posee Liga;Final;5;6;0;-;9;Origenes;Desafio iron bundle
Angello77;Jeremith047;Angello77;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;6;6;0;-;9;Origenes;RolePlay Mundialito
Angelowos;Dino agente;Angelowos;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Arnau;Aikauwu;Arnau;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;5;6;0;-;9;Origenes;RolePlay Mundialito
Blazing;Bodoquemaster;Blazing;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;5;6;0;-;9;Origenes;RolePlay Mundialito
Chescor;Lautaro;Chescor;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
Darmanethan;Roy Kasoy;Darmanethan;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;2;6;0;-;9;Origenes;RolePlay Mundialito
Draco axel;xtososa777;Draco axel;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Elin beacil;Jhos;Elin beacil;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Gold;Pandu;Gold;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;Fran;Haseo;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
LABIAMG;Ocnarf30;LABIAMG;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Luigillanos;Yabadaba;Luigillanos;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;2;6;0;-;9;Origenes;RolePlay Mundialito
Nigga Chan;O'Fenomenon't;Nigga Chan;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
Saga;Joscake;Saga;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Star;Ricomam;Star;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;5;6;0;-;9;Origenes;RolePlay Mundialito
The.Ultracheese;Adpg;The.Ultracheese;TORNEO;2024-05-01;Completed;RONDA SUIZA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;Fran;Adpg;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;O'Fenomenon't;Aikauwu;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;LABIAMG;Angello77;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;5;6;0;-;9;Origenes;RolePlay Mundialito
Angelowos;Blazing;Angelowos;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Arnau;Nigga Chan;Arnau;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;5;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Bodoquemaster;Dino agente;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Draco axel;Saga;Draco axel;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;3;6;0;-;9;Origenes;RolePlay Mundialito
Elin beacil;Chescor;Elin beacil;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;5;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;The.Ultracheese;Haseo;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Jeremith047;Ocnarf30;Jeremith047;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Joscake;xtososa777;Joscake;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Lautaro;Jhos;Lautaro;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Luigillanos;Star;Luigillanos;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Pandu;Darmanethan;Pandu;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;2;6;0;-;9;Origenes;RolePlay Mundialito
Ricomam;Yabadaba;Ricomam;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Roy Kasoy;Gold;Roy Kasoy;TORNEO;2024-05-01;Completed;RONDA SUIZA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 2;6;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;Star;Adpg;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;Lautaro;Aikauwu;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;3;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Haseo;Angello77;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;3;6;0;-;9;Origenes;RolePlay Mundialito
Angelowos;Draco axel;Angelowos;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
Chescor;Arnau;Chescor;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;1;6;0;-;9;Origenes;RolePlay Mundialito
Darmanethan;Blazing;Darmanethan;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;6;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Joscake;Dino agente;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;3;6;0;-;9;Origenes;RolePlay Mundialito
Fran;Ocnarf30;Fran;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
LABIAMG;Jeremith047;LABIAMG;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;4;6;0;-;9;Origenes;RolePlay Mundialito
Luigillanos;Elin beacil;Luigillanos;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;5;6;0;-;9;Origenes;RolePlay Mundialito
Nigga Chan;Gold;Nigga Chan;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;6;6;0;-;9;Origenes;RolePlay Mundialito
Ricomam;Pandu;Ricomam;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
Roy Kasoy;Jhos;Roy Kasoy;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
The.Ultracheese;Saga;The.Ultracheese;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;5;6;0;-;9;Origenes;RolePlay Mundialito
xtososa777;Bodoquemaster;xtososa777;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;2;6;0;-;9;Origenes;RolePlay Mundialito
Yabadaba;O'Fenomenon't;Yabadaba;TORNEO;2024-05-01;Completed;RONDA SUIZA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 3;1;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;Darmanethan;Adpg;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;3;6;0;-;9;Origenes;RolePlay Mundialito
Angelowos;Angello77;Angelowos;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;4;6;0;-;9;Origenes;RolePlay Mundialito
Arnau;Ricomam;Arnau;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;5;6;0;-;9;Origenes;RolePlay Mundialito
Chescor;Luigillanos;Chescor;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;4;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;The.Ultracheese;Dino agente;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;3;6;0;-;9;Origenes;RolePlay Mundialito
Draco axel;Blazing;Draco axel;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;6;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;Aikauwu;Haseo;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;3;6;0;-;9;Origenes;RolePlay Mundialito
Joscake;Pandu;Joscake;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;5;6;0;-;9;Origenes;RolePlay Mundialito
LABIAMG;Elin beacil;LABIAMG;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;3;6;0;-;9;Origenes;RolePlay Mundialito
Nigga Chan;Roy Kasoy;Nigga Chan;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;2;6;0;-;9;Origenes;RolePlay Mundialito
Saga;Lautaro;Saga;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;1;6;0;-;9;Origenes;RolePlay Mundialito
Star;Jeremith047;Star;TORNEO;2024-05-01;Completed;RONDA SUIZA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 4;6;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;LABIAMG;Adpg;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;3;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;Ricomam;Aikauwu;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;4;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Nigga Chan;Angello77;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;6;6;0;-;9;Origenes;RolePlay Mundialito
Angelowos;Chescor;Angelowos;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;2;6;0;-;9;Origenes;RolePlay Mundialito
Arnau;Haseo;Arnau;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;2;6;0;-;9;Origenes;RolePlay Mundialito
Blazing;Pandu;Blazing;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;1;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Luigillanos;Dino agente;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;4;6;0;-;9;Origenes;RolePlay Mundialito
Draco axel;Elin beacil;Draco axel;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;2;6;0;-;9;Origenes;RolePlay Mundialito
Lautaro;Jeremith047;Lautaro;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;4;6;0;-;9;Origenes;RolePlay Mundialito
Saga;Darmanethan;Saga;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;3;6;0;-;9;Origenes;RolePlay Mundialito
Star;Joscake;Star;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;1;6;0;-;9;Origenes;RolePlay Mundialito
The.Ultracheese;Roy Kasoy;The.Ultracheese;TORNEO;2024-05-01;Completed;RONDA SUIZA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;RONDA SUIZA 5;2;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;Arnau;Adpg;TORNEO;2024-05-01;Completed;GANADORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;Angelowos;Aikauwu;TORNEO;2024-05-01;Completed;GANADORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Luigillanos;Angello77;TORNEO;2024-05-01;Completed;GANADORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 1;2;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Draco axel;Dino agente;TORNEO;2024-05-01;Completed;GANADORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 1;3;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;Dino agente;Aikauwu;TORNEO;2024-05-01;Completed;GANADORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 2;4;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Adpg;Angello77;TORNEO;2024-05-01;Completed;GANADORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;GANADORES RONDA 2;2;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;Chescor;Haseo;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
LABIAMG;The.Ultracheese;LABIAMG;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 1;2;6;0;-;9;Origenes;RolePlay Mundialito
Lautaro;Star;Lautaro;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 1;2;6;0;-;9;Origenes;RolePlay Mundialito
Saga;Nigga Chan;Saga;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 1;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 1;4;6;0;-;9;Origenes;RolePlay Mundialito
Draco axel;Saga;Draco axel;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 2;3;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;Angelowos;Haseo;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 2;2;6;0;-;9;Origenes;RolePlay Mundialito
Luigillanos;LABIAMG;Luigillanos;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 2;3;6;0;-;9;Origenes;RolePlay Mundialito
Star;Arnau;Star;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 2;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 2;3;6;0;-;9;Origenes;RolePlay Mundialito
Haseo;Draco axel;Haseo;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 3;4;6;0;-;9;Origenes;RolePlay Mundialito
Luigillanos;Star;Luigillanos;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 3;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 3;4;6;0;-;9;Origenes;RolePlay Mundialito
Adpg;Haseo;Adpg;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 4;4;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Luigillanos;Dino agente;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 4;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 4;1;6;0;-;9;Origenes;RolePlay Mundialito
Dino agente;Adpg;Dino agente;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 5;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 5;3;6;0;-;9;Origenes;RolePlay Mundialito
Aikauwu;Dino agente;Aikauwu;TORNEO;2024-05-01;Completed;PERDEDORES RONDA 6;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;PERDEDORES RONDA 6;1;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Aikauwu;Angello77;TORNEO;2024-05-01;Completed;Semifinal;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;Semifinal;1;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Aikauwu;Angello77;TORNEO;2024-05-01;Completed;Final;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;Final;3;6;0;-;9;Origenes;RolePlay Mundialito
Angello77;Aikauwu;Angello77;TORNEO;2024-05-01;Completed;Final;NAT DEX DOBLES;Replay;NAT DEX DOBLES;25;DOBLES;No Posee Liga;Final;2;6;0;-;9;Origenes;RolePlay Mundialito
D'AllFather;Adpg;D'AllFather;TORNEO;2024-09-01;Completed;RONDA SUIZA 1;VGC;Replay;VGC;26;VGC;No Posee Liga;RONDA SUIZA 1;4;6;0;-;9;Origenes;Reg H Foerever
Darmanethan;Angello77;Darmanethan;TORNEO;2024-09-01;Completed;RONDA SUIZA 1;VGC;Replay;VGC;26;VGC;No Posee Liga;RONDA SUIZA 1;6;6;0;-;9;Origenes;Reg H Foerever
